2.5541287763797  0  0.02775315402381  0  -0.12186179064937  0  -0.037514239216246  0.064684299352983  0.42460949470149  0  -0.22409789079613  0  -1.2024747705339  0  0.23818075227993  0.27905465546832  0  -0.61355698025899  0  0  -0.31650243559928  0  0  -0.66483217207468  0.72729477495304  0.67817239839899  0  0.017170430984317  
0  2.7674012452382  0  0.075464282018252  0  -0.097427050714326  0  0  0  1.0143032945968  0  -0.0022400296867784  0  0.55596261220822  0  0  0.69976490277726  0  0.088874063181128  0.31023996173759  0  -0.0052109942403663  0.32358201096417  0  0  0  2.076347603943  0  
0.02775315402381  0  2.6544589564398  0  -0.082300727587445  0  0.15656017507726  0.34412600085079  0.49856375943039  0  0.53344970397337  0  0.31108357390187  0  0.51234554174251  -0.22960599099457  0  0.16626511180888  0  0  0.10242126705387  0  0  0.16336547363021  1.4400328755236  -0.82396139415098  0  -0.0055508659345814  
0  0.075464282018252  0  2.5125130206025  0  -0.026674427851612  0  0  0  0.27937820847456  0  -1.068608089386  0  -0.77031453560517  0  0  0.17554896132275  0  -0.70565466508209  -0.14956138457346  0  0.6388845252342  -0.45175810741592  0  0  0  0.56863032101969  0  
-0.12186179064937  0  -0.082300727587445  0  2.7126612085457  0  0.070679800324488  -0.1413701489589  -0.83176012689479  0  0.36369142242617  0  -0.43997129777927  0  -0.44594618973229  -0.44099704656149  0  -0.27964607741561  0  0  -0.066738861753412  0  0  -0.24417924499399  -1.4717574387766  -1.180825124086  0  -0.032925196962837  
0  -0.097427050714326  0  -0.026674427851612  0  2.5262925957027  0  0  0  -0.35599405572233  0  -0.84198707459353  0  0.97540673865403  0  0  -0.28014355785774  0  -0.20025265723893  0.66394046231016  0  0.49658557483163  0.57695580893072  0  0  0  -0.73408339431628  0  
-0.037514239216246  0  0.15656017507726  0  0.070679800324488  0  2.6761432126989  0.27095124919258  0.026322122362695  0  0.80733706809315  0  -0.34061260260996  0  0.28374190073966  -0.51413047524743  0  -0.20682038012067  0  0  -0.026298418652942  0  0  -0.19966533905578  0.64319608314355  -1.6254460964862  0  -0.02780272602005  
0.064684299352983  0  0.34412600085079  0  -0.1413701489589  0  0.27095124919258  -1.3291175169045  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0.42460949470149  0  0.49856375943039  0  -0.83176012689479  0  0.026322122362695  0  -1.3276902859676  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  1.0143032945968  0  0.27937820847456  0  -0.35599405572233  0  0  0  -1.3257517216326  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
-0.22409789079613  0  0.53344970397337  0  0.36369142242617  0  0.80733706809315  0  0  0  -1.3256127559385  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  -0.0022400296867784  0  -1.068608089386  0  -0.84198707459353  0  0  0  0  0  -1.1079593709584  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
-1.2024747705339  0  0.31108357390187  0  -0.43997129777927  0  -0.34061260260996  0  0  0  0  0  -1.1073608913964  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0.55596261220822  0  -0.77031453560517  0  0.97540673865403  0  0  0  0  0  0  0  -1.107128261632  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0.23818075227993  0  0.51234554174251  0  -0.44594618973229  0  0.28374190073966  0  0  0  0  0  0  0  -0.66271812916714  0  0  0  0  0  0  0  0  0  0  0  0  0  
0.27905465546832  0  -0.22960599099457  0  -0.44099704656149  0  -0.51413047524743  0  0  0  0  0  0  0  0  -0.65348031693829  0  0  0  0  0  0  0  0  0  0  0  0  
